15, 37, -4
36, 20, -3
69, 1, 1
11, 33, -3
16, 33, -1
4, 44, -1
60, 3, -1
54, 4, 0
56, 5, 0
34, 21, -1
54, 7, -1
34, 22, 0
44, 13, -1
64, 2, -1
8, 42, -2
48, 11, -2
37, 21, -1
13, 37, -2
66, 2, -1
47, 6, -1
63, 6, 0
31, 21, -1
43, 15, 0
43, 17, 0
21, 28, -1
27, 23, -3
33, 17, -2
25, 24, 1
61, 3, 0
18, 30, -1
10, 37, 0
45, 9, 0
3, 45, -1
35, 14, -2
50, 11, -1
59, 5, -1
37, 18, 0
31, 15, 0
10, 32, 0
66, 2, -1
9, 39, -2
27, 22, 0
40, 14, 1
63, 2, -1
68, 2, 1
65, 2, -1
55, 4, -1
5, 47, -1
61, 3, -1
19, 28, -3
4, 48, -4
24, 24, 0
29, 23, -1
58, 5, 1
22, 32, -1
6, 45, -5
16, 30, -1
54, 4, -1
46, 9, 0
53, 7, -1
63, 4, 1
28, 22, -1
20, 27, 0
57, 5, -1
15, 31, -1
35, 21, -3
59, 4, 0
29, 17, 1
30, 20, 0
34, 17, 0
52, 5, -1
41, 11, -1
5, 43, -2
61, 2, -1
28, 22, 0
38, 13, -1
62, 2, 0
17, 29, -1
55, 1, 1
56, 5, 0
46, 11, -1
61, 2, 0
50, 10, -2
47, 15, 0
43, 8, -1
60, 2, 0
49, 10, 0
32, 20, 0
57, 4, -1
49, 15, -1
38, 16, -2
27, 23, -1
55, 7, -1
7, 34, -1
51, 9, -1
36, 20, -2
43, 11, -1
9, 41, -2
31, 24, -1
33, 16, -1
19, 30, 0
38, 15, 0
10, 38, -1
55, 7, -1
46, 11, -2
60, 2, 1
35, 18, 0
23, 28, -1
46, 11, 0
33, 15, 1
45, 16, -2
44, 12, 0
6, 39, -1
15, 40, -6
59, 8, -1
28, 22, -3
29, 24, -1
34, 16, 0
49, 9, -1
26, 27, 0
66, 3, -1
9, 39, -1
22, 24, 0
43, 11, -1
5, 48, -4
24, 26, 0
46, 8, -1
58, 4, -1
39, 11, -1
43, 13, 0
24, 28, 0
65, 2, -1
21, 29, -1
52, 6, -1
14, 34, -4
9, 37, -2
12, 35, 2
59, 6, 1
43, 12, -1
23, 21, 0
37, 22, -1
54, 7, 2
26, 24, -1
56, 4, 1
63, 7, -1
14, 33, 0
52, 9, -1
17, 28, -1
21, 29, 0
63, 5, -1
40, 11, -1
31, 16, 0
5, 48, -1
36, 14, 0
52, 9, -1
14, 34, -2
44, 9, -1
27, 24, -1
14, 37, -1
14, 36, -1
5, 44, -4
54, 4, -1
46, 10, 1
12, 37, -2
51, 10, -1
24, 25, 0
35, 15, 0
4, 38, 1
56, 5, -1
7, 40, 0
38, 13, -1
50, 13, -1
8, 35, 1
37, 16, -2
50, 9, -1
11, 40, -1
35, 19, -1
57, 12, -1
24, 26, -2
29, 18, 0
50, 8, -1
29, 22, 0
38, 17, -3
61, 2, -1
26, 30, -2
33, 22, -1
31, 20, 0
40, 13, -1
45, 11, 0
32, 19, -1
49, 16, 0
28, 21, 0
30, 16, 1
41, 9, -1
21, 23, -1
16, 36, -1
25, 27, -1
42, 11, -1
11, 39, -1
57, 11, -2
32, 21, -1
57, 2, -1
43, 11, 1
15, 31, -1
39, 14, -1
17, 33, -2
7, 41, 2
18, 27, -2
61, 6, 0
59, 3, 0
8, 39, -1
58, 6, -1
3, 44, -1
19, 34, -2
18, 33, -1
25, 22, -2
61, 3, 0
39, 13, -1
9, 40, 0
45, 15, -1
63, 2, -1
37, 17, -1
68, 1, 0
26, 22, -3
23, 25, -1
55, 7, -1
27, 20, -3
5, 44, -3
12, 39, -1
45, 12, 0
19, 28, -1
55, 9, -1
31, 21, 0
42, 9, -1
13, 34, -2
54, 9, 0
41, 14, 0
55, 7, -1
29, 25, -1
11, 38, -1
63, 1, 0
16, 30, -4
10, 37, -1
30, 21, -1
25, 26, -1
20, 33, -2
56, 5, -1
5, 45, -2
12, 31, -1
49, 12, -1
34, 21, -1
66, 3, 0
22, 27, -1
15, 33, 0
50, 8, -1
8, 38, -1
38, 13, -1
57, 2, -1
34, 24, -2
22, 25, -1
32, 19, 0
18, 27, -1
18, 29, -2
15, 27, -2
46, 9, -1
22, 24, 0
27, 20, -1
43, 10, -1
27, 17, 0
20, 30, -2
55, 8, -1
37, 12, 2
58, 5, 0
35, 13, 1
20, 33, -1
19, 30, -1
18, 33, -1
52, 7, -1
16, 32, -1
3, 46, -1
7, 42, 0
39, 15, -1
20, 28, -2
37, 13, -1
58, 6, 1
45, 10, 1
33, 23, 0
24, 25, 0
24, 20, 1
34, 17, 1
16, 31, -1
33, 14, -1
36, 31, -2
51, 5, 1
45, 12, -2
18, 31, 0
3, 42, -1
22, 26, -2
43, 11, -1
61, 2, -1
23, 22, 0
38, 17, 0
5, 48, -3
30, 20, -1
51, 11, -1
36, 20, -1
34, 16, 0
11, 35, -1
14, 36, -2
8, 42, 2
33, 22, -1
32, 21, -2
43, 10, -1
60, 5, -1
8, 41, -1
21, 29, -1
12, 36, -2
44, 13, -1
5, 48, -1
45, 14, 0
10, 40, -2
28, 28, -2
47, 8, -1
16, 34, -1
10, 39, -2
33, 14, 0
27, 27, 1
39, 14, 1
11, 36, -1
37, 17, 0
13, 37, -1
23, 29, -1
28, 20, -1
38, 10, -1
5, 46, -3
7, 38, -2
33, 19, -2
59, 5, -1
63, 2, 0
26, 19, 1
35, 11, 0
56, 6, -1
25, 30, -3
5, 45, -1
35, 20, -2
28, 20, -1
9, 36, 4
4, 45, 2
14, 30, -1
43, 15, -1
30, 21, -2
15, 35, -2
29, 20, -1
30, 20, -1
40, 14, 1
23, 28, 0
42, 12, 1
6, 41, 1
59, 2, 0
27, 28, 0
43, 10, -1
18, 35, 0
26, 25, 1
43, 13, -1
52, 10, 0
20, 29, -1
55, 6, 0
32, 23, -1
38, 15, 0
19, 31, -1
13, 34, -1
23, 29, -2
28, 21, 0
46, 14, 0
52, 4, -1
17, 35, -1
16, 30, -1
23, 27, -1
66, 6, -1
31, 21, 1
39, 13, -1
40, 16, -2
22, 27, 0
52, 6, -1
58, 2, -1
7, 37, -3
30, 19, -1
6, 36, 0
18, 28, 1
57, 4, -1
4, 43, -2
47, 9, -1
31, 21, -2
49, 6, -1
55, 8, -1
51, 8, 0
51, 7, 0
44, 14, -1
51, 3, -1
32, 20, -2
17, 28, -1
26, 26, -1
50, 6, -1
16, 36, -1
9, 42, -1
45, 11, 0
4, 43, -1
39, 17, -1
48, 11, -1
50, 13, 0
28, 27, -1
29, 21, -2
39, 17, -1
11, 40, 0
47, 13, -1
26, 22, -1
40, 18, -1
10, 39, -1
19, 32, 1
25, 21, -1
19, 28, -1
4, 50, -5
16, 29, 0
20, 27, 1
48, 9, -1
56, 3, -1
18, 34, 0
20, 31, -1
7, 42, -3
61, 3, -1
11, 40, -1
58, 3, 1
44, 18, 0
32, 20, 0
20, 26, -1
44, 18, -1
66, 2, -1
62, 3, -1
16, 31, -1
11, 34, 0
34, 21, -1
17, 28, -3
62, 2, -1
36, 13, 0
21, 31, -2
44, 13, -1
51, 11, -1
56, 6, -1
2, 47, 0
13, 39, -1
3, 47, 0
22, 23, -1
48, 10, 0
31, 20, -1
9, 43, -3
5, 46, -2
51, 8, 1
17, 30, 0
25, 26, -1
15, 33, 2
32, 14, 4
33, 20, 0
12, 39, 1
14, 33, 2
14, 35, -1
52, 8, -1
36, 16, 0
59, 4, -1
13, 36, -1
54, 3, -1
63, 5, -1
39, 18, -1
41, 17, 0
19, 30, -1
51, 10, -1
11, 36, 1
55, 6, 0
7, 37, 3
34, 19, -1
9, 40, -2
19, 30, -5
54, 6, 0
14, 36, -1
38, 17, -2
46, 12, -1
18, 36, -1
22, 27, 0
47, 9, -1
42, 9, 0
56, 10, -1
43, 18, 0
30, 23, 0
31, 25, -1
44, 13, -1
14, 32, 0
59, 2, 1
8, 37, -1
34, 16, 2
12, 31, -1
9, 34, 1
43, 13, 0
23, 23, -1
52, 7, -1
22, 24, 0
30, 22, -1
36, 18, -1
58, 5, -1
44, 16, -1
66, 1, 2
19, 34, -1
27, 25, 0
59, 3, 1
61, 6, -1
15, 28, 1
34, 15, 0
10, 38, 0
59, 2, 0
32, 17, -1
29, 23, 0
39, 16, 0
24, 26, -2
56, 8, -1
19, 29, -1
62, 2, -1
17, 30, 0
9, 40, -2
27, 21, -1
66, 3, -1
57, 4, -1
11, 33, 0
26, 25, -2
62, 4, 0
41, 10, 0
35, 19, -1
21, 26, -3
66, 6, -1
62, 3, -1
30, 21, -1
51, 5, 1
11, 33, -1
10, 40, -4
26, 31, -1
31, 21, 0
47, 14, -1
29, 20, 0
65, 1, 0
49, 9, 0
35, 23, -2
47, 8, -1
28, 23, 0
54, 11, -1
19, 33, 0
49, 11, 0
22, 29, -1
33, 15, 0
41, 13, -2
26, 26, -2
39, 14, 0
15, 32, 0
57, 4, -1
61, 4, -1
15, 30, -2
32, 20, -1
41, 15, 1
22, 30, -3
8, 42, -2
59, 2, 1
34, 18, 0
26, 27, -1
10, 38, -1
14, 36, -4
48, 12, -1
12, 32, -1
31, 23, 0
49, 8, -1
30, 22, 0
69, 4, -1
3, 40, 3
53, 10, 0
7, 42, -1
6, 46, 0
24, 29, 2
28, 27, 0
10, 37, 1
45, 15, -1
51, 11, -1
32, 23, 0
62, 3, 0
36, 18, -1
30, 24, -1
16, 30, 0
20, 24, -1
17, 32, -1
36, 22, -2
55, 9, 0
63, 2, -1
9, 37, -2
35, 18, 1
22, 32, -3
61, 4, 0
48, 9, 1
7, 40, -1
60, 3, -1
25, 29, -3
46, 13, 0
32, 22, 0
20, 28, -1
17, 31, -1
26, 24, -2
39, 16, -1
21, 27, 0
16, 32, -4
14, 33, -1
30, 22, -1
56, 6, -1
67, 3, -1
4, 40, 2
39, 14, 0
12, 35, -1
44, 16, 2
62, 1, 0
18, 31, 0
3, 51, -3
19, 29, 0
54, 7, -1
20, 34, -1
9, 39, 0
45, 12, -1
43, 12, -2
4, 40, 0
3, 48, -3
31, 17, -1
3, 39, -1
30, 20, 0
3, 43, -2
26, 28, -1
29, 25, 1
21, 30, -1
40, 15, -1
41, 13, -1
57, 6, 0
61, 3, 0
37, 18, -1
13, 33, 0
28, 27, 0
59, 2, -1
21, 29, 0
24, 27, -1
4, 42, -1
10, 36, 1
36, 16, -1
47, 10, -1
17, 29, 0
47, 10, -1
53, 7, 2
31, 25, -6
28, 22, -1
13, 37, -1
28, 25, -1
6, 41, -1
22, 22, 0
44, 12, -1
29, 20, -1
16, 35, -3
31, 23, 0
68, 2, 0
41, 14, 0
17, 35, -1
37, 20, -2
41, 13, 0
55, 6, 1
42, 17, 0
33, 17, -1
42, 11, -3
50, 11, -1
14, 39, -1
3, 48, -2
59, 6, -1
32, 20, 0
25, 28, 0
58, 1, 0
57, 5, -1
5, 40, -2
54, 5, -1
19, 29, -1
47, 10, 0
31, 20, -3
55, 9, 0
28, 29, -2
54, 6, -1
22, 28, 1
51, 13, -2
14, 38, -1
27, 27, -1
11, 40, 1
20, 27, -1
10, 35, -2
48, 6, 0
48, 11, -2
35, 21, 0
57, 4, 0
42, 16, 0
53, 4, 0
17, 28, 0
43, 16, 0
6, 40, 0
46, 19, -1
55, 11, -1
53, 7, -1
12, 37, -2
57, 8, 0
34, 20, -1
63, 5, 0
12, 42, -3
67, 2, -1
15, 31, -2
7, 40, -1
49, 6, 0
54, 6, 0
8, 36, -1
53, 9, 1
53, 8, -1
46, 11, 0
39, 13, -1
11, 40, -1
12, 35, -2
44, 11, -1
34, 14, -1
37, 15, -1
49, 13, -1
7, 38, 0
4, 45, -1
29, 24, -2
29, 20, 0
40, 16, -2
58, 3, -1
20, 32, -1
33, 25, -3
13, 39, 1
33, 18, -1
5, 46, -4
40, 16, -1
35, 16, 0
15, 30, 0
55, 5, 0
16, 30, 0
4, 41, 0
8, 43, -2
55, 4, -1
63, 4, -1
9, 39, 0
15, 34, 0
23, 33, 0
66, 4, -1
66, 4, -1
43, 15, -1
37, 17, -1
55, 6, -1
42, 9, 2
30, 21, -1
46, 7, -1
40, 16, -1
45, 12, -2
42, 18, 0
32, 21, 0
57, 3, -1
10, 37, -1
38, 13, 1
52, 8, -1
42, 16, 0
54, 3, 0
10, 38, -2
32, 27, 0
24, 28, -1
32, 17, 0
13, 37, -1
35, 19, -1
52, 8, 0
59, 4, -1
35, 18, 1
20, 27, 0
14, 29, 0
10, 39, -3
30, 24, -1
44, 14, -1
30, 23, 0
44, 16, -1
16, 30, -2
17, 30, 0
17, 31, -1
59, 7, -3
17, 32, 1
42, 14, 1
33, 21, 0
12, 37, 2
34, 21, -1
40, 13, -1
50, 10, -1
14, 35, 0
57, 6, -1
44, 9, 0
73, 1, 0
27, 26, -3
47, 13, -1
32, 16, 1
45, 12, -1
15, 35, 0
52, 8, -1
66, 1, 0
54, 8, -1
46, 8, -1
26, 26, -1
20, 26, 0
59, 5, 0
12, 36, -2
56, 8, 1
34, 18, -1
10, 35, 0
55, 5, -1
17, 35, 0
28, 26, -1
14, 36, 0
46, 8, 0
29, 27, -4
47, 9, 0
21, 28, -1
26, 28, 0
59, 4, 0
7, 32, -1
58, 3, -1
48, 10, -1
30, 23, 2
19, 26, 0
25, 29, -3
5, 46, -5
35, 18, 1
24, 25, -1
41, 16, -1
57, 5, -1
11, 39, -1
22, 27, -2
30, 22, -1
28, 22, -2
23, 31, -2
52, 9, -1
46, 7, -1
15, 28, 0
9, 34, -1
34, 23, 0
10, 35, 0
52, 4, -1
5, 45, -1
57, 7, -1
57, 9, -1
7, 41, -1
14, 30, 0
10, 31, -1
35, 17, -1
25, 17, 1
34, 21, 0
25, 24, 0
38, 20, -1
52, 10, -2
46, 8, 0
10, 39, 2
8, 40, -1
24, 22, -3
13, 36, 0
47, 9, -1
53, 8, -1
12, 34, 0
37, 17, -2
18, 26, -1
32, 19, -1
19, 37, -3
7, 45, -1
6, 40, -1
26, 21, 0
14, 35, 0
33, 20, -1
38, 21, -1
8, 38, 0
34, 25, 0
10, 39, -1
32, 30, -1
38, 13, 2
9, 37, 0
16, 34, -3
12, 42, -2
52, 13, 0
45, 19, -2
49, 11, -1
15, 32, -1
68, 3, -1
2, 45, 3
34, 14, 0
42, 16, -1
57, 1, 0
13, 37, -2
35, 17, -1
30, 24, -3
51, 11, -1
32, 22, 1
7, 38, 2
65, 3, -1
20, 32, -3
9, 38, 0
31, 22, -1
8, 43, -4
55, 9, 0
61, 4, -1
39, 16, -1
11, 37, -1
19, 31, 3
27, 30, -2
63, 3, -1
35, 19, -1
51, 4, -1
49, 6, -1
11, 40, -2
21, 28, -1
53, 9, 0
58, 5, -1
49, 11, -1
6, 43, -3
42, 13, -1
39, 16, -1
21, 30, -1
25, 26, -1
24, 24, -1
40, 17, 0
47, 10, -1
17, 29, -1
59, 13, -1
42, 12, -1
19, 28, -1
25, 22, -3
9, 37, 0
43, 10, 0
45, 9, 1
3, 43, -2
58, 4, 0
54, 4, 0
31, 25, 1
57, 3, -1
30, 18, 0
16, 34, -2
60, 4, -1
17, 35, 0
39, 16, 1
56, 6, 1
30, 16, 1
34, 15, 0
48, 11, -3
40, 20, 1
28, 24, -1
5, 40, 1
46, 8, 1
42, 13, 0
51, 6, 0
13, 37, -3
44, 9, -1
44, 17, -1
63, 5, -1
39, 15, 1
54, 3, -1
25, 27, -1
4, 41, -2
33, 23, -3
41, 12, -1
25, 21, -1
28, 20, -1
23, 32, -2
20, 30, -1
54, 13, -2
25, 26, 1
20, 34, -2
6, 38, -1
18, 24, 1
35, 21, 0
6, 40, 0
36, 17, -1
42, 15, 1
47, 11, -1
58, 6, 0
49, 13, 0
56, 7, -1
12, 34, 1
25, 23, 0
57, 2, 0
45, 15, -1
59, 2, -1
27, 25, 2
55, 2, -1
73, 3, 1
38, 13, -1
20, 33, -2
38, 20, -1
24, 28, -1
47, 11, -2
55, 2, 0
21, 29, -1
20, 28, -1
65, 2, -1
11, 38, -1
3, 42, -1
52, 9, -1
4, 45, -2
36, 19, -2
18, 31, -2
41, 17, -1
48, 15, -1
42, 10, -1
39, 17, -1
26, 27, -1
24, 28, -1
16, 29, -1
53, 7, -1
19, 31, 0
43, 11, -1
51, 8, -1
6, 39, -3
3, 44, 1
42, 15, -1
19, 28, -2
19, 35, -2
26, 28, 0
40, 10, -1
46, 11, 0
24, 29, -1
20, 27, -1
13, 34, -1
45, 14, -1
13, 43, -5
28, 24, -1
41, 13, -2
51, 7, -1
6, 43, 0
53, 7, 0
32, 22, -2
4, 44, -1
13, 35, -2
59, 5, -1
52, 8, -1
44, 11, -1
12, 38, 1
51, 3, 0
59, 7, 0
11, 35, -3
26, 23, -1
30, 21, -2
30, 20, -2
15, 35, 2
38, 17, 0
54, 7, 0
23, 29, -1
38, 15, 1
11, 38, -2
54, 8, -1
8, 39, -1
5, 50, -3
45, 15, -1
11, 34, -1
24, 30, -1
51, 2, 1
36, 19, -1
34, 19, 1
44, 11, 0
53, 10, -1
3, 47, -1
60, 1, 1
32, 16, -1
18, 33, -1
33, 21, 0
5, 43, 0
44, 9, 2
35, 18, -1
40, 18, -3
57, 4, -1
33, 18, -2
33, 24, -2
13, 36, -1
49, 10, -1
46, 10, 1
23, 20, -2
23, 26, 1
31, 20, 0
51, 6, -1
55, 5, -1
28, 25, 1
30, 22, 1
41, 14, -1
48, 9, 0
58, 2, -1
44, 8, 1
26, 25, -1
45, 9, -2
21, 26, 0
11, 35, -3
24, 24, 0
35, 22, -1
28, 25, -2
26, 26, -2
59, 6, -2
31, 16, 0
21, 32, -3
38, 18, 0
45, 12, 0
48, 11, 0
60, 1, 1
10, 30, 0
28, 23, -1
55, 3, 0
21, 26, -1
47, 13, -3
25, 24, 0
26, 22, -1
17, 29, -1
59, 5, -1
60, 2, -1
22, 28, 0
10, 38, -2
54, 6, -1
48, 10, -1
7, 37, -2
45, 11, 0
8, 43, -1
23, 26, 1
33, 18, 2
47, 7, 0
20, 25, 1
7, 44, -1
43, 14, -1
25, 24, 1
53, 9, -1
8, 42, 0
53, 7, -1
62, 4, -1
59, 1, 1
11, 30, 1
4, 45, -4
32, 23, 2
5, 46, -1
46, 10, 1
27, 23, 0
58, 4, -1
45, 8, -1
17, 32, 2
36, 15, 0
20, 32, -3
41, 14, -1
6, 43, -1
43, 12, 1
43, 11, -1
49, 4, -1
35, 22, -1
61, 5, 0
32, 23, -2
59, 8, -1
46, 13, -1
22, 28, -2
21, 28, -1
15, 36, 1
46, 11, -1
62, 2, 0
25, 24, -1
47, 12, -1
54, 9, -1
24, 27, 0
38, 15, 0
36, 23, -3
24, 28, -5
30, 21, -1
31, 18, 0
35, 19, -1
50, 8, 1
45, 14, -1
57, 6, -1
45, 14, 0
44, 12, -1
18, 25, 2
23, 34, -1
46, 9, -1
35, 18, 0
46, 12, -1
50, 8, -1
62, 1, 0
13, 31, -1
35, 15, 1
64, 1, 0
47, 7, -1
62, 5, -1
28, 23, -1
35, 21, 2
58, 8, -1
47, 10, 2
32, 16, 3
21, 33, -1
35, 18, -1
39, 14, -1
21, 30, -1
9, 34, -2
22, 28, -1
36, 19, 0
35, 12, -1
11, 37, -1
56, 6, 0
53, 8, -2
57, 4, -1
43, 7, 0
24, 27, 1
36, 16, 0
9, 36, -1
50, 8, -2
33, 18, 0
3, 45, -1
19, 32, -1
29, 20, 0
8, 39, -1
53, 8, -1
38, 11, 0
4, 46, -1
11, 38, -2
8, 38, 2
37, 15, -1
61, 1, 0
22, 27, -2
36, 19, -1
60, 1, 0
55, 8, -1
15, 31, -1
15, 29, -3
34, 15, 0
51, 7, -1
9, 35, 0
54, 5, 1
56, 10, -1
37, 17, 1
64, 3, -1
16, 31, -1
60, 1, 0
24, 24, -1
30, 23, -1
40, 16, 0
44, 10, -2
2, 45, -1
53, 6, 0
51, 6, -2
37, 16, -1
25, 23, 1
30, 19, 0
7, 44, -2
26, 27, 0
20, 35, -2
3, 49, -4
29, 24, -1
59, 7, -1
19, 29, -1
50, 10, -1
49, 11, -1
40, 17, -1
63, 3, -2
24, 29, -1
37, 18, -1
47, 9, 0
40, 19, -2
53, 5, 0
53, 3, 1
47, 11, -1
17, 31, 0
63, 5, 0
50, 8, -1
10, 40, -1
26, 24, 2
56, 8, -1
50, 9, -1
28, 21, -1
11, 37, 0
18, 27, 0
24, 21, 2
21, 25, 0
3, 40, -1
11, 37, -7
33, 23, -1
34, 20, 0
35, 19, -1
22, 31, 1
54, 3, -1
57, 6, -1
29, 26, -1
26, 30, -2
39, 16, -1
34, 17, -1
41, 14, -1
31, 21, 0
38, 21, -1
12, 34, -2
39, 20, -1
11, 34, -1
3, 45, -1
28, 20, 0
38, 20, 0
52, 2, 1
9, 36, -1
19, 29, -2
20, 27, 1
52, 5, 0
2, 44, -3
23, 29, -1
42, 10, -1
28, 21, -3
43, 19, -1
15, 35, -1
59, 4, 0
17, 29, 0
39, 16, -1
51, 7, 0
44, 11, -2
38, 17, 0
24, 21, -1
40, 11, 1
29, 25, 1
56, 6, -1
28, 23, -2
23, 28, 0
24, 30, -1
5, 42, -1
14, 34, 0
33, 20, -1
29, 21, 1
21, 28, -1
12, 35, -1
27, 25, -2
67, 3, -1
5, 44, -1
11, 28, 2
7, 50, -6
20, 29, 0
53, 4, 0
62, 4, -1
6, 42, -1
57, 3, 0
43, 10, -1
55, 4, 0
49, 11, 0
39, 15, -1
63, 5, -1
13, 33, 0
30, 21, -1
22, 30, -1
27, 21, 1
20, 29, -3
33, 18, -2
25, 27, 0
10, 38, -1
53, 12, 0
28, 24, -2
38, 17, 0
47, 12, -1
33, 15, -1
19, 33, -1
20, 25, 1
35, 25, -1
53, 10, -1
13, 33, -1
54, 7, -2
39, 11, -1
40, 20, -1
57, 8, -1
44, 11, -1
48, 8, 1
43, 10, -1
42, 13, -1
29, 22, -4
20, 30, -1
57, 6, -1
54, 8, -1
55, 10, -1
52, 4, -1
13, 38, -1
50, 7, -2
20, 33, 0
29, 22, -1
20, 32, 0
6, 39, 0
43, 13, -1
18, 27, 0
30, 23, -1
34, 17, -1
9, 42, -2
39, 18, -1
18, 31, -1
48, 6, -1
44, 10, 0
49, 10, -1
44, 15, -1
53, 6, 0
40, 10, -2
22, 32, -2
4, 39, 2
54, 7, -1
65, 3, 1
64, 2, -1
22, 32, 0
48, 7, 0
15, 36, 0
19, 32, -1
25, 30, 0
51, 13, -1
27, 19, -1
28, 24, -1
48, 9, -1
26, 28, -1
35, 12, -1
14, 33, 1
14, 32, 1
45, 17, -2
